3,q21014003_00_543,"エラン水林を復興するって言っても
日々調査と魔物討伐に追われていて
あんまり良く進んでいる様には見えないねえ
まぁ、あの子がしっかりしているから
きっと何とかしてくれるんだろうけどさ","While we talk about revitalizing the Elan Water Grove, 
it really doesn't seem like we're progressing much 
with all the daily surveys and monster battles. 
However, she is quite capable, 
so I'm sure she'll find a way.",ui\00_message\quest_info\q21014003_00.gmd,\quest\q21014003.arc,q21014003.arc,3
4,q21014003_00_1166,＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼者に渡す（残り:<SQDI DNUM>）,Deliver <SQDI NAME> x<SQDI NUM> to the requester (need: <SQDI DNUM>),ui\00_message\quest_info\q21014003_00.gmd,\quest\q21014003.arc,q21014003.arc,4
5,q21014003_00_1167,指定された場所へ魔物を探しに行く,Go to the designated location to search for enemy,ui\00_message\quest_info\q21014003_00.gmd,\quest\q21014003.arc,q21014003.arc,5
6,q21014003_00_1168,発見した魔物を討伐する,Defeat the found demons,ui\00_message\quest_info\q21014003_00.gmd,\quest\q21014003.arc,q21014003.arc,6
7,q21014003_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014003_00.gmd,\quest\q21014003.arc,q21014003.arc,7
0,q21014004_00_544,通商の先駆け,First to Trade ,ui\00_message\quest_info\q21014004_00.gmd,\quest\q21014004.arc,q21014004.arc,0
1,q21014004_00_544,"【納品討伐クエスト】
依頼者に高価なアイテムを渡し
珍しい敵の居場所を聞き出す","【Delivery Hunt Quest】
Hand over a valuable item to the client
and locate the whereabouts of a rare enemy.",ui\00_message\quest_info\q21014004_00.gmd,\quest\q21014004.arc,q21014004.arc,1
2,q21014004_00_544,"<NAME AREA>にいる何者かが
エリア内で取得できる珍しいアイテムを求めている","Someone in the <NAME AREA> is searching
for rare items that can be found within the area.",ui\00_message\quest_info\q21014004_00.gmd,\quest\q21014004.arc,q21014004.arc,2
3,q21014004_00_544,"これ本当は内緒の話なんだけどね
珍しい素材が取れる秘密の場所があってね
そこに行くと、好きなだけ取ることが出来たんだ
でもいつからか、変な魔物がでてくるようになって
そう簡単にとることができなくなっちゃったんだ","I shouldn't be sharing this, 
but there's a hidden location where you can find 
rare materials. I could gather as much as I wanted 
when I visited. But at some point, odd monsters started appearing, 
and it became hard to gather them easily.",ui\00_message\quest_info\q21014004_00.gmd,\quest\q21014004.arc,q21014004.arc,3
4,q21014004_00_1166,＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼者に渡す（残り:<SQDI DNUM>）,Deliver <SQDI NAME> x<SQDI NUM> to the requester (need: <SQDI DNUM>),ui\00_message\quest_info\q21014004_00.gmd,\quest\q21014004.arc,q21014004.arc,4
5,q21014004_00_1167,指定された場所へ魔物を探しに行く,Go to the designated location to search for enemy,ui\00_message\quest_info\q21014004_00.gmd,\quest\q21014004.arc,q21014004.arc,5
6,q21014004_00_1168,発見した魔物を討伐する,Defeat the found demons,ui\00_message\quest_info\q21014004_00.gmd,\quest\q21014004.arc,q21014004.arc,6
7,q21014004_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014004_00.gmd,\quest\q21014004.arc,q21014004.arc,7
0,q21014005_00_545,【時限採取】深夜の採草道,【Time Restriction】Late Night Harvest,ui\00_message\quest_info\q21014005_00.gmd,\quest\q21014005.arc,q21014005.arc,0
1,q21014005_00_545,"【時限採取クエスト：22時から2時（GT）】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","【Time Restriction Quest: 22:00 to 02:00 (GT)】
Speak with the area master, 
then gather and deliver items 
under the specific conditions.",ui\00_message\quest_info\q21014005_00.gmd,\quest\q21014005.arc,q21014005.arc,1
2,q21014005_00_545,"<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","The Area Master of <NAME AREA>
would like to seek counsel from the Arisen.",ui\00_message\quest_info\q21014005_00.gmd,\quest\q21014005.arc,q21014005.arc,2
3,q21014005_00_545,"生き物の進化とは大変面白いものだね
その土地の自然環境にあわせて
自らの成長をどんどん変えていくんだから
あの素材もそんな進化を遂げたうちの一つだろう","The evolution of living beings is very intriguing. 
They adapt their growth continuously 
to match the natural environment of their land. 
That material is probably one of those 
that has evolved in such a way.",ui\00_message\quest_info\q21014005_00.gmd,\quest\q21014005.arc,q21014005.arc,3
7,q21014005_00_1233,エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する,Deliver <SQDI NAME> x<SQDI NUM> to the Area Master,ui\00_message\quest_info\q21014005_00.gmd,\quest\q21014005.arc,q21014005.arc,7
5,q21014005_00_1235,＜22時から2時＞の間に依頼者から詳細を聞く,"Inquire details from the requester from
22:00 to 02:00 (GT)",ui\00_message\quest_info\q21014005_00.gmd,\quest\q21014005.arc,q21014005.arc,5
6,q21014005_00_1241,＜22時から2時＞の間に<AREA 14>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する,"Obtain <SQDI NAME> x<SQDI NUM> at <AREA 14>
from 22:00 to 02:00 (GT)",ui\00_message\quest_info\q21014005_00.gmd,\quest\q21014005.arc,q21014005.arc,6
4,q21014005_00_1248,＜22時から2時＞の間にパーティメンバーを拠点内に集める,"Gather party members in the camp
from 22:00 to 02:00 (GT)",ui\00_message\quest_info\q21014005_00.gmd,\quest\q21014005.arc,q21014005.arc,4
0,q21014006_00_546,【時限採取】雨天の採水道,【Time Restriction】Rainy Collection,ui\00_message\quest_info\q21014006_00.gmd,\quest\q21014006.arc,q21014006.arc,0
1,q21014006_00_546,"【時限採取クエスト：雨天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","【Time Restriction Quest: Rainy Weather】
Speak with the area master, 
then gather and submit items 
under the specific conditions.",ui\00_message\quest_info\q21014006_00.gmd,\quest\q21014006.arc,q21014006.arc,1
2,q21014006_00_546,"<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","The Area Master of <NAME AREA>
would like to seek counsel from the Arisen.",ui\00_message\quest_info\q21014006_00.gmd,\quest\q21014006.arc,q21014006.arc,2
3,q21014006_00_546,"最近、植物学者の間で噂のアレ
どうやら突然変異だって話だけど
実際のところはどうなんだろうね？
私は沢山とれるならなんだっていいんだけどね","Recently, there's been a rumor among botanists 
about that thing. It's said to be a mutation, 
but I'm curious about the actual facts. 
I really don't care as long as it can be collected in large amounts.",ui\00_message\quest_info\q21014006_00.gmd,\quest\q21014006.arc,q21014006.arc,3
4,q21014006_00_1230,＜雨天＞時にパーティメンバーを拠点内に集める,"Gather party members in the camp
during ""Rainy"" weather",ui\00_message\quest_info\q21014006_00.gmd,\quest\q21014006.arc,q21014006.arc,4
5,q21014006_00_1231,＜雨天＞時に依頼者から詳細を聞く,"Inquire details from the requester
during ""Rainy"" weather",ui\00_message\quest_info\q21014006_00.gmd,\quest\q21014006.arc,q21014006.arc,5
7,q21014006_00_1233,エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する,Deliver <SQDI NAME> x<SQDI NUM> to the Area Master,ui\00_message\quest_info\q21014006_00.gmd,\quest\q21014006.arc,q21014006.arc,7
6,q21014006_00_1234,＜雨天＞時に<AREA 14>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する,"Obtain <SQDI NAME> x<SQDI NUM> at <AREA 14>
during ""Rainy"" weather",ui\00_message\quest_info\q21014006_00.gmd,\quest\q21014006.arc,q21014006.arc,6
0,q21014007_00_547,【財宝の扉】虹覆う緑,【Door of Treasures】The Green over Rainbow,ui\00_message\quest_info\q21014007_00.gmd,\quest\q21014007.arc,q21014007.arc,0
1,q21014007_00_547,"【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","【Dangerous Area Quest】
Make a key to the door leading to the Dangerous 
Area in the dungeon and defeat Brutal monsters.",ui\00_message\quest_info\q21014007_00.gmd,\quest\q21014007.arc,q21014007.arc,1
2,q21014007_00_547,"<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","Within the <NAME AREA> dungeon, 
there is a place that only those who possess
a special key can enter.",ui\00_message\quest_info\q21014007_00.gmd,\quest\q21014007.arc,q21014007.arc,2
3,q21014007_00_547,"この森に、見たこともない魔物が増えていく
いつからこんな風に変わってしまったのか――
この前も、聞いたことのない奇怪な鳴き声を聞いた
いつか魔物に、森ごと侵食されてしまうのだろうか","There are more and more unknown monsters in this forest. 
I'm curious when it started to change like this. 
Not long ago, I heard a strange, eerie sound 
that I had never encountered. Will the monsters 
eventually overrun the entire forest?",ui\00_message\quest_info\q21014007_00.gmd,\quest\q21014007.arc,q21014007.arc,3
4,q21014007_00_1170,遭遇した凶悪な魔物を討伐する,Defeat the encountered fiendish demons,ui\00_message\quest_info\q21014007_00.gmd,\quest\q21014007.arc,q21014007.arc,4
0,q21014008_00_548,胡乱の目撃者,A Suspicious Eyewitness,ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,0
1,q21014008_00_548,"【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【Enemy Horde Extermination Quest】
Listen to the client's request.
Exterminate the horde of enemies.",ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,1
2,q21014008_00_548,"<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","According to reports from <NAME AREA>, 
enemy forces have temporarily increased, 
and the situation is quite dangerous.",ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,2
3,q21014008_00_548,"仕事であそこを通りかかったとき
おっかない魔物がいたのを見たんだ！
本当だよ！　恐ろしい声で吠えていたんだ！
誰も信じてくれないけど――","I saw a frightening monster when I went 
through there for work! I swear! It was 
roaring with a dreadful voice! No one 
believes me, but it's true!",ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,3
10,q21014008_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,10
4,q21014008_00_1222,指定された場所で魔物の群れを探す(残り３),"Search for a group of monsters
at the designated location (3 left)",ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,4
6,q21014008_00_1223,残る魔物の群れを探す(残り２),"Search for the remaining groups of monsters
(2 left)",ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,6
8,q21014008_00_1224,残る魔物の群れを探す(残り１),"Find the group of monsters that remain
(1 left)",ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,8
5,q21014008_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,5
7,q21014008_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,7
9,q21014008_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014008_00.gmd,\quest\q21014008.arc,q21014008.arc,9
0,q21014009_00_549,心痛の原因,Heartache's Cause,ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,0
1,q21014009_00_549,"【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【Enemy Horde Extermination Quest】
Listen to the client's request.
Exterminate the horde of enemies.",ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,1
2,q21014009_00_549,"<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","According to reports from <NAME AREA>, 
enemy forces have temporarily increased, 
and the situation is quite dangerous.",ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,2
3,q21014009_00_549,"ここいらもずいぶんと物騒になったもんだ
以前なら当たり前に通行できていたところも
今じゃあ魔物に襲われやしないか
ビクビクしながら通らなきゃならない
こりゃそのうちおっきな被害がでるぞ","It's become quite perilous around here. 
Places that used to be safe to traverse 
now leave me anxious about monster assaults. 
I have to go through feeling on edge. 
At this rate, serious harm is bound to happen.",ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,3
10,q21014009_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,10
4,q21014009_00_1222,指定された場所で魔物の群れを探す(残り３),"Search for a group of monsters
at the designated location (3 left)",ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,4
6,q21014009_00_1223,残る魔物の群れを探す(残り２),"Search for the remaining groups of monsters
(2 left)",ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,6
8,q21014009_00_1224,残る魔物の群れを探す(残り１),"Find the group of monsters that remain
(1 left)",ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,8
5,q21014009_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,5
7,q21014009_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,7
9,q21014009_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014009_00.gmd,\quest\q21014009.arc,q21014009.arc,9
0,q21014010_00_550,振り向いてはいけない,Don't Look Behind You,ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,0
1,q21014010_00_550,"【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【Enemy Horde Extermination Quest】
Listen to the client's request.
Exterminate the horde of enemies.",ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,1
2,q21014010_00_550,"<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","According to reports from <NAME AREA>, 
enemy forces have temporarily increased, 
and the situation is quite dangerous.",ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,2
3,q21014010_00_550,"最近、あの辺りで襲われる旅人が増えたって話だけど
ワシもそこを頻繁に通るからもう怖くて怖くて
だが原因となる魔物の正体も、数も、強さも不明だ
誰かが解決してくれないか、なんて都合良すぎかね","I've heard that recently, travelers in that area 
have been getting attacked more often. I pass by there 
frequently, and it's quite scary. Yet, the cause— 
the type, number, and strength of the monsters— 
is still unknown. Is it too hopeful to think someone 
will take care of this?",ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,3
10,q21014010_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,10
4,q21014010_00_1222,指定された場所で魔物の群れを探す(残り３),"Search for a group of monsters
at the designated location (3 left)",ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,4
6,q21014010_00_1223,残る魔物の群れを探す(残り２),"Search for the remaining groups of monsters
(2 left)",ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,6
8,q21014010_00_1224,残る魔物の群れを探す(残り１),"Find the group of monsters that remain
(1 left)",ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,8
5,q21014010_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,5
7,q21014010_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,7
9,q21014010_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014010_00.gmd,\quest\q21014010.arc,q21014010.arc,9
0,q21014011_00_551,熱帯夜の無法者,The Warm Night Outlaw,ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,0
1,q21014011_00_551,"【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【Enemy Horde Extermination Quest】
Listen to the client's request.
Exterminate the horde of enemies.",ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,1
2,q21014011_00_551,"<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","According to reports from <NAME AREA>, 
enemy forces have temporarily increased, 
and the situation is quite dangerous.",ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,2
3,q21014011_00_551,"以前は平和な森だったのに
いつからこんなに多種多様な魔物が
我が物顔で闊歩するようになってしまったのか
あんなところにまで出没するようになるなんて","This forest was once peaceful, 
so when did all these various monsters 
begin to roam around with such confidence? 
I never imagined they would even appear there.",ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,3
10,q21014011_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,10
4,q21014011_00_1222,指定された場所で魔物の群れを探す(残り３),"Search for a group of monsters
at the designated location (3 left)",ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,4
6,q21014011_00_1223,残る魔物の群れを探す(残り２),"Search for the remaining groups of monsters
(2 left)",ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,6
8,q21014011_00_1224,残る魔物の群れを探す(残り１),"Find the group of monsters that remain
(1 left)",ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,8
5,q21014011_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,5
7,q21014011_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,7
9,q21014011_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014011_00.gmd,\quest\q21014011.arc,q21014011.arc,9
0,q21014012_00_552,相棒を探して！,Searching for a Partner!,ui\00_message\quest_info\q21014012_00.gmd,\quest\q21014012.arc,q21014012.arc,0
1,q21014012_00_552,"【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","【Swift Rescue Quest】
Search for the person the client is seeking
and rescue them.",ui\00_message\quest_info\q21014012_00.gmd,\quest\q21014012.arc,q21014012.arc,1
2,q21014012_00_552,"何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","It seems that a voice requesting swift assistance 
has come from <NAME AREA>.",ui\00_message\quest_info\q21014012_00.gmd,\quest\q21014012.arc,q21014012.arc,2
3,q21014012_00_552,"強そうな奴と出会うと
腕前を試したくて仕方ない――
そんな変わった奴が少し前からエランにいるが
さっき、困ったような顔をしていたぞ
そういえば、一人でいるのは初めて見たな","When I meet a strong opponent, 
I can't resist the urge to test my skills. 
There's been a strange one in Elan for a while, 
but just a moment ago, they looked troubled. 
Now that I think about it, it's the first time 
I've seen them by themselves.",ui\00_message\quest_info\q21014012_00.gmd,\quest\q21014012.arc,q21014012.arc,3
7,q21014012_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014012_00.gmd,\quest\q21014012.arc,q21014012.arc,7
4,q21014012_00_1226,依頼者の求める人物を捜索する,Search for the person the client is seeking.,ui\00_message\quest_info\q21014012_00.gmd,\quest\q21014012.arc,q21014012.arc,4
5,q21014012_00_1227,魔物を迅速に討伐し捜索対象を救助する,Defeat the demon quickly and rescue your charge,ui\00_message\quest_info\q21014012_00.gmd,\quest\q21014012.arc,q21014012.arc,5
6,q21014012_00_1228,捜索対象の安否を確認する,Check the search target's well-being,ui\00_message\quest_info\q21014012_00.gmd,\quest\q21014012.arc,q21014012.arc,6
0,q21014013_00_553,覚者隊の失態,The Arisen Corps' Blunder,ui\00_message\quest_info\q21014013_00.gmd,\quest\q21014013.arc,q21014013.arc,0
1,q21014013_00_553,"【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","【Swift Rescue Quest】
Search for the person the client is seeking
and rescue them.",ui\00_message\quest_info\q21014013_00.gmd,\quest\q21014013.arc,q21014013.arc,1
2,q21014013_00_553,"何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","It seems that a voice requesting swift assistance 
has come from <NAME AREA>.",ui\00_message\quest_info\q21014013_00.gmd,\quest\q21014013.arc,q21014013.arc,2
3,q21014013_00_553,"新たな大陸の調査任務、それもわかるんだが
俺たちだっていきなり知らない土地で
知らない魔物と戦うには心の準備ってもんが――
ま、神殿のお偉いさん方にはとてもこんなこと
言えないけどな","While I understand the investigation of the new continent, 
it's a lot to prepare mentally for battling 
unknown monsters in an unfamiliar area. 
Of course, I'd never say anything like this to 
the higher-ups at the temple.",ui\00_message\quest_info\q21014013_00.gmd,\quest\q21014013.arc,q21014013.arc,3
7,q21014013_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014013_00.gmd,\quest\q21014013.arc,q21014013.arc,7
4,q21014013_00_1226,依頼者の求める人物を捜索する,Search for the person the client is seeking.,ui\00_message\quest_info\q21014013_00.gmd,\quest\q21014013.arc,q21014013.arc,4
5,q21014013_00_1227,魔物を迅速に討伐し捜索対象を救助する,Defeat the demon quickly and rescue your charge,ui\00_message\quest_info\q21014013_00.gmd,\quest\q21014013.arc,q21014013.arc,5
6,q21014013_00_1228,捜索対象の安否を確認する,Check the search target's well-being,ui\00_message\quest_info\q21014013_00.gmd,\quest\q21014013.arc,q21014013.arc,6
0,q21014014_00_554,水林の旅人達,Water Grove Wayfarers,ui\00_message\quest_info\q21014014_00.gmd,\quest\q21014014.arc,q21014014.arc,0
1,q21014014_00_554,"【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","【Swift Rescue Quest】
Search for the person the client is seeking
and rescue them.",ui\00_message\quest_info\q21014014_00.gmd,\quest\q21014014.arc,q21014014.arc,1
2,q21014014_00_554,"何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","It seems that a voice requesting swift assistance 
has come from <NAME AREA>.",ui\00_message\quest_info\q21014014_00.gmd,\quest\q21014014.arc,q21014014.arc,2
3,q21014014_00_554,"ここの森の勇敢な戦士たちは
森の復興を願うがゆえにその強さを過信し
少しばかり焦りすぎているのではないだろうか
焦りは油断に繋がる
何事も慎重かつ注意深くいることこそ真の戦士だ","The valiant warriors here may be 
overestimating their strength due to their 
wish for the forest's restoration, 
perhaps becoming a bit too hasty. 
Anxiety can lead to carelessness; 
a true warrior is always careful and alert.",ui\00_message\quest_info\q21014014_00.gmd,\quest\q21014014.arc,q21014014.arc,3
7,q21014014_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014014_00.gmd,\quest\q21014014.arc,q21014014.arc,7
4,q21014014_00_1226,依頼者の求める人物を捜索する,Search for the person the client is seeking.,ui\00_message\quest_info\q21014014_00.gmd,\quest\q21014014.arc,q21014014.arc,4
5,q21014014_00_1227,魔物を迅速に討伐し捜索対象を救助する,Defeat the demon quickly and rescue your charge,ui\00_message\quest_info\q21014014_00.gmd,\quest\q21014014.arc,q21014014.arc,5
6,q21014014_00_1228,捜索対象の安否を確認する,Check the search target's well-being,ui\00_message\quest_info\q21014014_00.gmd,\quest\q21014014.arc,q21014014.arc,6
0,q21014015_00_555,見せしめの勲章,Medal To Set an Example,ui\00_message\quest_info\q21014015_00.gmd,\quest\q21014015.arc,q21014015.arc,0
1,q21014015_00_555,"【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【Mortality Check Quest】
Listen to the requester's wish.
Defeat the ferocious enemy
without reviving even once.",ui\00_message\quest_info\q21014015_00.gmd,\quest\q21014015.arc,q21014015.arc,1
2,q21014015_00_555,"<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","Someone in the <NAME AREA> 
appears to be testing their skills
in a battle against an enemy.",ui\00_message\quest_info\q21014015_00.gmd,\quest\q21014015.arc,q21014015.arc,2
3,q21014015_00_555,"地域を統べるのって、想像以上に大変そう
だって、たくさんの部下を動かすのよ
見えないところの人間関係とか
妬み嫉みとか、面倒じゃない？
誰か支えてあげればいいのにね","Managing a region looks much harder than one would think. 
You're coordinating many subordinates, 
handling invisible relationships and 
jealousies—it's quite a hassle, isn't it? 
Someone should really be there to lend support.",ui\00_message\quest_info\q21014015_00.gmd,\quest\q21014015.arc,q21014015.arc,3
4,q21014015_00_1174,指定された場所へ行き、狂暴な魔物を見つける,"Go to the designated location
and find the rabid demon",ui\00_message\quest_info\q21014015_00.gmd,\quest\q21014015.arc,q21014015.arc,4
5,q21014015_00_1175,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q21014015_00.gmd,\quest\q21014015.arc,q21014015.arc,5
6,q21014015_00_1176,依頼者へ経緯を報告する,Report back to the requester,ui\00_message\quest_info\q21014015_00.gmd,\quest\q21014015.arc,q21014015.arc,6
0,q21014016_00_603,類猿の血族,Simian Relatives,ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,0
1,q21014016_00_603,"【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","【Chance Encounter: Subjugation Quest】
Track down the dangerous enemy
that has appeared and defeat it.",ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,1
2,q21014016_00_603,"不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","Although the information is uncertain,
there have been reports of damage
believed to be caused by violent creatures
in <NAME AREA>.
",ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,2
3,q21014016_00_603,"最近、森の魔物を討伐すると
突然強力な魔物の集団が姿を現し
襲われるという事案が増えています
目撃、遭遇した方は速やかに戦士へ相談し
魔物の新動向解析にご協力お願いします","In recent times, incidents have risen 
where powerful groups of monsters appear 
and attack following the defeat of forest beasts. 
If you see or encounter these occurrences, 
please report to a warrior immediately 
and aid in the analysis of the new monster activity.",ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,3
4,q21014016_00_1254,出現した魔物を討伐する,Defeat the appeared demons,ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,4
5,q21014016_00_1255,逃亡した魔物が残した痕跡を調べる,Look into the signs left by the fleeing beast.,ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,5
6,q21014016_00_1256,魔物の行方を追う,Track down the demons,ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,6
7,q21014016_00_1257,危険な魔物を追い詰め、止めを刺す,Hunt down and stop the dangerous monsters,ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,7
0,q21014017_00_604,密林に輝く純白,Snow-White Gleam in the Deep Woods,ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,0
1,q21014017_00_604,"【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【Enemy Horde Extermination Quest】
Listen to the client's request.
Exterminate the horde of enemies.",ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,1
2,q21014017_00_604,"<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","According to reports from <NAME AREA>, 
enemy forces have temporarily increased, 
and the situation is quite dangerous.",ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,2
