"0","","古来より、まるで精霊の御業の如く
伝えられし植物――","Since ancient times, plants that have been passed down as if they were the work of spirits.","ui\00_message\event\st0914\ev005.gmd","\event\st0914\st0914ev005.arc","st0914ev005.arc","6"
"0","","それが薬として生まれ変わるのだな！？","So they transform into medicine!?","ui\00_message\event\st0914\ev005.gmd","\event\st0914\st0914ev005.arc","st0914ev005.arc","7"
"0","","素晴らしい――なんと素晴らしいことだ","It's wonderful—how incredibly wonderful it is.","ui\00_message\event\st0914\ev005.gmd","\event\st0914\st0914ev005.arc","st0914ev005.arc","8"
"0","","ねえ君、もうひとつ頼みをきいてほしい
ある植物を探して欲しいんだ","Hey, I have another favor to ask of you.
I want you to help me find a certain plant.","ui\00_message\event\st0914\ev005.gmd","\event\st0914\st0914ev005.arc","st0914ev005.arc","9"
"0","","生えている場所はガラダが知ってるはず","The location where it grows should be known by Gearóid.","ui\00_message\event\st0914\ev005.gmd","\event\st0914\st0914ev005.arc","st0914ev005.arc","10"
"0","","一足先に帰ってるから――頼んだよ！","I'll be heading back a bit earlier, so I'm counting on you!","ui\00_message\event\st0914\ev005.gmd","\event\st0914\st0914ev005.arc","st0914ev005.arc","11"
"0","","","","ui\00_message\event\st0940\ev000.gmd","\event\st0940\st0940ev000.arc","st0940ev000.arc","0"
"0","","おまえたちだったか","So it was you guys.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","0"
"0","","礼を言おう
掃除の手間が省けた","We should thank them. They saved us the trouble of cleaning.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","1"
"0","","気の抜けたこと言ってねえで、てめえ、どうだ","Don't go saying such discouraging things. How about you, huh?","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","2"
"0","","神殿に戻って一緒にやる気はねえのか？","Aren't you going to go back to the temple and work with us?","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","3"
"0","","こぶしから生まれたと言われた男も
いつの間にやら丸くなったものだ","The man they said was born from a fist has become quite mellow, hasn't he?","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","4"
"0","","旅立って以来、神殿を顧みたことはない","I haven't looked back at the Temple since I left.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","5"
"0","","白竜あっての覚者だってことは？
それも忘れた？","Do you forget that it is only because of the White Dragon that you have become an Arisen? 
Did that slip your mind too?","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","6"
"0","","覚者とは力の器――俺はそう考えている","The Arisen are vessels of power— that's what I believe.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","7"
"0","","より強大な力で器を満たしたいと考えることは
俺たちを覚者にした白竜に報いることになる","Seeking to fill our vessels with even greater power is a way to repay the White Dragon, who made us Arisen.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","8"
"0","","そうは思わないか？","Don't you think so?","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","9"
"0","","わーった
屁理屈こねて逃げ回ってろ、臆病者","Wa—!
Running around spouting nonsense, you coward.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","10"
"0","","レオ――丁度良かったじゃないか
わたしの話を――その人たちに――","Leo - Perfect timing! 
My story - for them -","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","11"
"0","","ああ、そうだな","Ah, yeah, that's right.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","12"
"0","","このところロイグの体調が優れないんだ
だが、見てのとおり、ここでは治療もままならない","Lately, Loeg's health hasn't been good. 
However, as you can see, treatment is not possible here.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","13"
"0","","どうだろう――
神殿へ連れ帰って、面倒を見てくれないだろうか","I wonder—
Could we take them back to the temple and have them looked after?","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","14"
"0","","密偵でも送りこもうという魂胆か","Is that your intention, to send a spy or something?","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","15"
"0","","それはない――誓うよ――","I swear-- that's not it—","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","16"
"0","","レスタニアには医者という、病を治す専門家が
いると聞いた","I heard that in Lestania, there are specialists called doctors who can cure illnesses.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","17"
"0","","その人に――会わせてくれ――","Please... Let me meet that person—","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","18"
"0","","熱い――隊長、これ、かなり来てますよ","It's hot... Captain, this is quite intense.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","19"
"0","","隊長、戻ろう？","Captain, should we go back?","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","20"
"0","","なんだかんだで目的は果たせるじゃない？
「元」統率との再会は残念だったけどね","Despite everything, we can still achieve our goal, can't we?
The reunion with the ""former"" commander was unfortunate, though.","ui\00_message\event\st0940\ev005.gmd","\event\st0940\st0940ev005.arc","st0940ev005.arc","21"
"0","","来たか
盗賊たちのアジトはすぐそこ――","So you've come.
The thieves' hideout is right there—","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","0"
"0","","ちょっと待って！
あれ、ジリアンじゃない！？","Hold on a sec!
Isn't that Gillian!?","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","1"
"0","","何者だ","Who are they?","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","2"
"0","","わたしは解放軍のジリアン
ベルタはどこ？","I am Gillian of the Liberation Army.
Where is Bertha?","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","3"
"0","","ベルタが、ネド王子と一緒だと聞いて――","I heard Bertha was with Prince Nedo—","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","4"
"0","","知らないな","I don't know.","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","5"
"0","","知っていてもお前達に話す気は無い","Even if I knew, I wouldn't tell you.","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","6"
"0","","メイロワに捕まって処刑された仲間が
いったい何人いるか知っているのか？","Do you know just how many of our comrades were captured and executed by Meirova?","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","7"
"0","","盗みは死罪でしょ？","Isn't stealing a capital offense?","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","8"
"0","","原因を作っているのはどっち！？","Who's causing trouble!?","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","9"
"0","","ジリアン、待て！","Gillian, wait!","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","10"
"0","","役目であったとは言え、ベルタとそのお仲間には
耐え難き仕打ちをしてしまった","Although it was my duty, Bertha and her companions have endured an unbearable treatment.","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","11"
"0","","この通り、詫びよう","As instructed, I apologize sincerely.","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","12"
"0","","ことが済めば、この首など喜んで差し出す所存","Once this matter is settled, I am willing to gladly offer my head.","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","13"
"0","","たのむ――ネド王子の行方を教えて欲しい","Please, I beg you―― Tell me the whereabouts of Prince Nedo.","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","14"
"0","","なんだぁ？
王家の将軍が俺たちに頭を下げるとはな――","What is this?
For the general of the royal family to bow their head to us...","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","15"
"0","","お頭の命のため、ひとつだけ情報をやろう――
ネド王子はここへ来た","For the sake of your boss's life, I'll give you just one piece of information—
Prince Nedo came here.","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","16"
"0","","なんだと！？","What did you say!?","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","17"
"0","","王子はお頭を救うため――
俺たちの仲間と共に行動している","The prince is working with our comrades—
to save your boss's life.","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","18"
"0","","ネド王子が向かったのはダクレイム砦だ","Prince Nedo headed to Dacreim Fortress.","ui\00_message\event\st1001\ev000.gmd","\event\st1001\st1001ev000.arc","st1001ev000.arc","19"
"0","","ここですか","Is this the place?","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","0"
"0","","どうすればいいですか？","How?","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","1"
"0","","王家の秘蹟なんか知るかよ","I have no idea about the secrets of the Royal Family.","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","2"
"0","","でも、もしかして竜力を使うなら","But, perhaps if we use Dragon Force...","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","3"
"0","","まず、お腹の底に意識を集中して――","First, focus your consciousness deep in your stomach—","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","4"
"0","","竜力が全身を巡る様子を想像する","Imagine the Dragon Force circulating throughout the entire body.","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","5"
"0","","――こんな感じですよね、隊長","――That's the feeling, right, Captain?","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","6"
"0","","隊長――
ありがとうございます――やってみます","Captain—
Thank you very much—I'll give it a try.","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","7"
"0","","おお――（リアクションボイス）","Oh-- (reaction voice)","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","8"
"0","","わぁ――（リアクションボイス）","Wow-- (reaction voice)","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","9"
"0","","凄い――（リアクションボイス）","Amazing— (Reaction voice)","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","10"
"0","","これは――","This is...","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","11"
"0","","うむ（リアクションボイス）","Hmm (Reaction voice)","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","12"
"0","","わあ、すごい――","Wow, amazing...","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","13"
"0","","重ね重ねの無礼、どうかお許し下さい","I deeply apologize for my repeated rudeness. 
Please forgive me.","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","14"
"0","","王子――親愛なるネド・アッカー様
あなたにわたしの忠信を捧げます","Prince――Dear Lord Nedo Acker,
I offer you my utmost loyalty.","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","15"
"0","","もちろん、わたしだけではありません","Of course, it's not just me.","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","16"
"0","","この地で希望を失い凍えていた民たちの
総意でもあります","It is also the consensus of the people who had lost hope and were freezing in this land.
","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","17"
"0","","ありがとう、イェルハルド","Thank you, Gerhard.","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","18"
"0","","あなたたちの忠義に値する者であるように
僕も精進します","May I also strive to be someone worthy of your loyalty.","ui\00_message\event\st1021\ev000\ev000.gmd","\event\st1021\st1021ev000.arc","st1021ev000.arc","19"
"0","","この地における王家誕生の歴史は
容易いものでは無かったと聞いております","I understand that the royal family's origins in this region were far from simple.","ui\00_message\event\st1063\ev000.gmd","\event\st1063\st1063ev000.arc","st1063ev000.arc","0"
"0","","食糧難による飢え、ドワーフオークの存在――","Hunger due to food shortages, the presence of Dwarf Orcs—","ui\00_message\event\st1063\ev000.gmd","\event\st1063\st1063ev000.arc","st1063ev000.arc","1"
"0","","一番の問題は、この大陸の地下深くに
古来よりこの地を蝕む魔物が生息していたこと","The most critical issue is the presence of ancient, land-corrupting monsters that have long made their home in the abyssal depths of this continent.","ui\00_message\event\st1063\ev000.gmd","\event\st1063\st1063ev000.arc","st1063ev000.arc","2"
"0","","そこには火竜の炎も届かぬ恐ろしき闇があった","There was a terrifying darkness that even the flames of the Fire Dragon couldn't reach.","ui\00_message\event\st1063\ev000.gmd","\event\st1063\st1063ev000.arc","st1063ev000.arc","3"
"0","","ですが魔物は王により封じられ
後に王国歴が始まった――","But the demons were sealed by the king, and the history of the kingdom started --","ui\00_message\event\st1063\ev000.gmd","\event\st1063\st1063ev000.arc","st1063ev000.arc","4"
"0","","今ふたたび、その魔物が動きだしたとなれば
事態は深刻です","If the enemy has begun to move once again, the situation is serious.","ui\00_message\event\st1063\ev000.gmd","\event\st1063\st1063ev000.arc","st1063ev000.arc","5"
"0","","どうかわれらに力をお貸しください","Please lend us your power.","ui\00_message\event\st1063\ev000.gmd","\event\st1063\st1063ev000.arc","st1063ev000.arc","6"
"0","","隊長、あの扉じゃないですか！？","Captain, isn't that the door over there!?","ui\00_message\event\st1091\ev000.gmd","\event\st1091\st1091ev000.arc","st1091ev000.arc","0"
"0","","うん、いかにもって感じ","Yeah, it definitely looks like it.","ui\00_message\event\st1091\ev000.gmd","\event\st1091\st1091ev000.arc","st1091ev000.arc","1"
"0","","ダメ、開かない","No, it won't open.","ui\00_message\event\st1091\ev000.gmd","\event\st1091\st1091ev000.arc","st1091ev000.arc","2"
"0","","当たりまえだろうが","It goes without saying.","ui\00_message\event\st1091\ev000.gmd","\event\st1091\st1091ev000.arc","st1091ev000.arc","3"
"0","","隊長、王子に出番だと伝えに戻るか","Captain, should we go back and inform the prince that it's his turn?","ui\00_message\event\st1091\ev000.gmd","\event\st1091\st1091ev000.arc","st1091ev000.arc","4"
"0","","火垂れ山の奥は本来、火竜様がお休みになる
特別な場所でした","In the depths of Firefall Mountain, it was originally a special place where the Fire Dragon would rest.","ui\00_message\event\st1100\ev000.gmd","\event\st1100\st1100ev000.arc","st1100ev000.arc","0"
"0","","しかしある日突然、闇の魔法を操るドラゴンが現われ
火口へと続く道は魔物で溢れてしまいました","But one day, out of the blue, a dragon who controlled dark magic appeared and the road leading to the crater was flooded with demons!","ui\00_message\event\st1100\ev000.gmd","\event\st1100\st1100ev000.arc","st1100ev000.arc","1"
"0","","あのようなドラゴン、アッカーシェランでは
見たことも聞いたこともありません","I have neither seen nor heard of a dragon like that in Acre Selund.","ui\00_message\event\st1100\ev000.gmd","\event\st1100\st1100ev000.arc","st1100ev000.arc","2"
"0","","悪しき竜が創り出したのか、それとも
どこかから呼び寄せたのか――","Was it the Evil Dragon who created it, or did it summon it from somewhere?","ui\00_message\event\st1100\ev000.gmd","\event\st1100\st1100ev000.arc","st1100ev000.arc","3"
"0","","どちらにせよ、あのドラゴンがいる限り――","Regardless, as long as that dragon exists—","ui\00_message\event\st1100\ev000.gmd","\event\st1100\st1100ev000.arc","st1100ev000.arc","4"
"0","","火垂れ山がアッカーシェランから
奪われたままであることに変わりはありません","The fact that Firefall Mountain remains under the control of Acre Selund has not changed.","ui\00_message\event\st1100\ev000.gmd","\event\st1100\st1100ev000.arc","st1100ev000.arc","5"
"0","","覚者様――","Lord Arisen――","ui\00_message\event\st1100\ev000.gmd","\event\st1100\st1100ev000.arc","st1100ev000.arc","6"
"0","","どうか、火竜様の竜力の象徴である火垂れ山から
闇の魔法を操るドラゴンを排除していただけませんか","Could you please eliminate the dragon that wields dark magic from Firefall Mountain, the symbol of the Fire Dragon's power?","ui\00_message\event\st1100\ev000.gmd","\event\st1100\st1100ev000.arc","st1100ev000.arc","7"
"0","","王子！","Prince!","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","0"
"0","","あ――","Ah--","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","1"
"0","","止まれ！","Stop!","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","2"
"0","","ごめんなさい","I'm sorry","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","3"
"0","","おっ！？（リアクションボイス）","Oh!? (Pained groans)","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","4"
"0","","わっ！！（リアクションボイス）","Whoa!! (reaction voice)","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","5"
"0","","秘蹟だ――","It's a miracle--","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","6"
"0","","皆さん――","Everyone...","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","7"
"0","","この先は僕に任せてください","Please leave it to me from here on.","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","8"
"0","","王子！","Prince!","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","9"
"0","","わしの説明がへたくそだったせいで
王子は何か誤解しているようだ","Because of my poor explanation, the prince seems to have misunderstood something.","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","10"
"0","","今一度、悪しき竜を倒す道筋を――","Once again, the path to defeating the Evil Dragon...","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","11"
"0","","メイロワ将軍","General Meirova","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","12"
"0","","僕は、誰よりも正しく悪しき竜討伐の方法を
理解しているつもりです","I believe that I understand the method of slaying the Evil Dragon, both accurately and better than anyone.","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","13"
"0","","それならなおさら――
ひとりでは行かせられない","If that's the case, then even more so――
I cannot let you go alone.","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","14"
"0","","ジリアン――今は僕を","Gillian—I, at this moment—","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","15"
"0","","アッカー家の末裔であり、覚者である
僕を信じてくださいとしか言えません","As a descendant of the Acre family and an Arisen, I can only ask you to trust me!","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","16"
"0","","――ごめんなさい","――I'm sorry.","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","17"
"0","","でも、僕に任せて欲しいんです――","But, I want you to leave it to me --","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","18"
"0","","この国の未来は、希望は――
僕にしか救えないんです","The future of this land, hope—
only I can save it.","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","19"
"0","","全てを、救うことが僕の役割なんです","It's my role to save everything.","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","20"
"0","","なんというお覚悟か――
メイロワ感服いたしました","What determination you have―― I am deeply impressed, Meirova.","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","21"
"0","","とは申せ、王子の身に何かあれば
この国の未来は絶たれてしまう","However, if something were to befall the prince, the future of this land would be extinguished.","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","22"
"0","","さあ、我らも王子の後を追い火垂れ山へ向かおう","Now, let us also follow after the prince and head towards Firefall Mountain.","ui\00_message\event\st1102\ev000.gmd","\event\st1102\st1102ev000.arc","st1102ev000.arc","23"
"0","","そろそろ――竜の住み処だ","It's about time— we're reaching the dragon's dwelling.","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","0"
"0","","王子！","Prince!","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","1"
"0","","よく来たな、レスタニアの覚者たちよ","You've done well to come, Arisen of Lestania.","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","2"
"0","","うっ――（リアクションボイス）","Uh— (Reaction voice)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","3"
"0","","うっ――（リアクションボイス）","Uh— (Reaction voice)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","4"
"0","","うっ――（リアクションボイス）","Uh— (Reaction voice)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","5"
"0","","うっ――（リアクションボイス）","Uh— (Reaction voice)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","6"
"0","","うっ――（リアクションボイス）","Uh— (Reaction voice)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","7"
"0","","うっ――（リアクションボイス）","Uh— (Reaction voice)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","8"
"0","","（咆哮）","(roaring)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","9"
"0","","（唸り声）※喉鳴らし声","Growl (Throaty rumble)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","10"
"0","","悪しき竜よ、僕を見よ！","Evil Dragon, behold me!","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","11"
"0","","僕は、おまえが奪った全てを取り返すために
ここへ来た","I have come here to reclaim everything you have taken from me.","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","12"
"0","","王子よ――","Prince...","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","13"
"0","","おまえごときが、ここまで来れたことは褒めてやろう","I shall commend you for having come this far, such as you are.","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","14"
"0","","誇れ","Be proud.","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","15"
"0","","そしてその誇りを胸に、散れ","And with that pride in your heart, scatter.","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","16"
"0","","アキャキャキャキャ（笑い）","Kakakaka! (laughter)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","17"
"0","","母上を――返して貰う","Return my mother to me.","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","18"
"0","","貴様――","You...","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","19"
"0","","このガキがぁッ――","This brat—!","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","20"
"0","","うっ―うっあ――（リアクションボイス）","Uh— uh... ah— (Reaction voice)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","21"
"0","","これは！！","This is it!!","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","22"
"0","","いけるぞ――","We can do it――","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","23"
"0","","母上――","Your Majesty—","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","24"
"0","","応えて――","Answer me――","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","25"
"0","","ウグァ――","Ugh--","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","26"
"0","","母さん――分からないの？
僕だよ！　ネドです！","Mother――Don't you understand?
It's me! Nedo!","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","27"
"0","","母さんって、どういうことですかね","What does ""mother"" mean?","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","28"
"0","","悪しき竜の竜力は火竜――
つまり女王陛下のもの――","The Dragon Force of the Evil Dragon is the Fire Dragon—
in other words, it belongs to Her Majesty the Queen—","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","29"
"0","","そうか！　王子は悪しき竜の中に
まだ母が生きていると信じている！","I see! The prince believes that his mother is still alive within the Evil Dragon!","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","30"
"0","","母を呼び覚ませば、きっと元の火竜に
戻ると考えたんだ――","If I awaken my mother, I believe she will surely return to her original form as the Fire Dragon.","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","31"
"0","","お願い――母さん――","Please... Mother...","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","32"
"0","","王子！　笛を止めてはいけません！","Prince! Do not stop playing the flute!","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","33"
"0","","（咆哮）","(roaring)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","34"
"0","","ふんッ！（リアクションボイス）","Hmph! (reaction voice)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","35"
"0","","うわっ（リアクションボイス）","Whoa (Reaction voice)","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","36"
"0","","母親などとうにおらぬわ
くだらん","There's no ""mother"" or anything like that anymore.
Worthless.","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","37"
"0","","王子？　ネド王子！？","Prince? Prince Nedo!?","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","38"
"0","","王子、だめ！
目を開いて！　王子ッー","No, Prince!
Open your eyes! Prince!","ui\00_message\event\st1103\ev000.gmd","\event\st1103\st1103ev000.arc","st1103ev000.arc","39"
