7,char_sel_code_text,確認コード <COL AA1414><VAL></COL> を入力してください,Please enter the confirmation code: <COL AA1414><VAL></COL>,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,7,
9,char_sel_decide,決定,Confirm,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,9,
11,char_sel_del,削除,Delete,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,11,
13,char_sel_del_alert,を削除します,Will Delete,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,13,
5,char_sel_del_chara_select,"削除するキャラクターを選択してください
削除したキャラクターは二度と復活できません","Please select the character to be deleted.
The deleted character cannot be restored.",ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,5,
15,char_sel_del_error,確認コードが間違っています,The confirmation code is incorrect.,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,15,
14,char_sel_del_finish,キャラクターの削除が完了しました,Character deletion is complete.,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,14,
6,char_sel_del_info,"
<COL ffdc78>未使用の黄金石や<OPCS>等もすべて失われます</COL>","
<COL ffdc78>All unused Golden Gemstones and
<OPCS>, etc., will be lost.</COL>",ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,6,
4,char_sel_delete,キャラクターの削除,Delete,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,4,
18,char_sel_fourwords,（半角英数4文字）,(4 alphanumeric chars),ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,18,
0,char_sel_index_en,Character Select,Character Select,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,0,
1,char_sel_index_jp,キャラクター選択,Character Select,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,1,
17,char_sel_no_bonus,発動中の<OPCS>はありません,There is no <OPCS> currently active.,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,17,
27,char_sel_off,OFF,OFF,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,27,
26,char_sel_on,ON,ON,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,26,
12,char_sel_plz_wait,しばらくお待ちください,Please wait.,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,12,
3,char_sel_profile,Profile,Profile,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,3,
2,char_sel_status,Status,Status,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,2,
17,CHAT_MSG_INPUTMODE_JP,あ,,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,17,
17,CHAT_MSG_INPUTMODE_JP,あ,,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,17,
18,MSG_ADDCH,チャンネルの追加,Add Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,18,
18,MSG_ADDCH,チャンネルの追加,Add Channel,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,18,
23,MSG_ADDRESS_MEMO,Memo,Memo,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,23,
23,MSG_ADDRESS_MEMO,Memo,Memo,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,23,
19,MSG_CHANGE_TO,宛て先の変更,Change Destination,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,19,
19,MSG_CHANGE_TO,宛て先の変更,Change Destination,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,19,
16,MSG_CHATMODE,チャットモード,Chat Mode,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,16,
16,MSG_CHATMODE,チャットモード,Chat Mode,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,16,
15,MSG_CHEDIT,チャンネルの編集,Edit Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,15,
15,MSG_CHEDIT,チャンネルの編集,Edit Channel,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,15,
5,MSG_DELCH,チャンネルの削除,Delete Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,5,
5,MSG_DELCH,チャンネルの削除,Delete Channel,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,5,
4,MSG_EDIT,再編集,Edit,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,4,
4,MSG_EDIT,再編集,Edit,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,4,
7,MSG_EDITCH,チャンネルの設定変更,Edit Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,7,
7,MSG_EDITCH,チャンネルの設定変更,Edit Channel,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,7,
0,MSG_EDITCHNAME,チャンネル名を入力してください,Enter channel name,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,0,
0,MSG_EDITCHNAME,チャンネル名を入力してください,Enter channel name,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,0,
2,MSG_FLTRDEL,このチャンネルを削除しますか？,Are you sure you want to delete this channel?,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,2,
2,MSG_FLTRDEL,このチャンネルを削除しますか？,Are you sure you want to delete this channel?,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,2,
6,MSG_GUIDE_EDTICH_J,チャンネルの編集,Edit Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,6,
6,MSG_GUIDE_EDTICH_J,チャンネルの編集,Edit Channel,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,6,
24,MSG_HASHTAG_001,＃,#,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,24,
24,MSG_HASHTAG_001,＃,＃,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,24,
14,MSG_INPUTSTART,入力,Input,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,14,
14,MSG_INPUTSTART,入力,Input,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,14,
12,MSG_NONAME,名前が入力されていません,You must enter a channel name.,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,12,
12,MSG_NONAME,名前が入力されていません,You must enter a channel name.,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,12,
3,MSG_NOTABLEADDCH,これ以上チャンネルを追加できません,You cannot add anymore channels,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,3,
3,MSG_NOTABLEADDCH,これ以上チャンネルを追加できません,You cannot add anymore channels,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,3,
22,MSG_NOT_SPEAK_A_FEW_SECONDS,発言できません あと<VAL>秒,Cannot speak for <VAL> seconds.,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,22,
22,MSG_NOT_SPEAK_A_FEW_SECONDS,発言できません あと<VAL>秒,Cannot speak for <VAL> seconds.,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,22,
21,MSG_NOT_SPEAK_A_WHILE,しばらく発言できません,Cannot speak for a while.,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,21,
21,MSG_NOT_SPEAK_A_WHILE,しばらく発言できません,Cannot speak for a while.,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,21,
11,MSG_RECORD_J,履歴,History,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,11,
11,MSG_RECORD_J,履歴,History,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,11,
1,MSG_RESIZE_J,ウィンドウ拡縮,Resize,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,1,
1,MSG_RESIZE_J,ウィンドウ拡縮,Resize,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,1,
9,MSG_SELECT_J,選択,Select,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,9,
9,MSG_SELECT_J,選択,Select,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,9,
10,MSG_SENDMSG_J,発言,Send,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,10,
10,MSG_SENDMSG_J,発言,Send,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,10,
8,MSG_SETFILTER,フィルターを設定してください,Set channel filter,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,8,
8,MSG_SETFILTER,フィルターを設定してください,Set channel filter,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,8,
20,MSG_SWITCH_CH,チャンネルの切り替え,Switch Channel,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,20,
20,MSG_SWITCH_CH,チャンネルの切り替え,Switch Channel,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,20,
13,MSG_VIEWLOG,ログ参照,View Log,ui\00_message\ui\Chat_res.gmd,\ui\GUIGame.arc,GUIGame.arc,13,
13,MSG_VIEWLOG,ログ参照,View Log,ui\00_message\ui\Chat_res.gmd,\ui\uGUIChat.arc,uGUIChat.arc,13,
2,about_clue,探検の書棚について,About the Expedition bookshelf,ui\00_message\ui\ClanDungeonClue.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,2,
1,about_clue_detail,"発見した探検家の軌跡は
書棚にしまっておくように致します
この棚に古い書物が戻る度
宝殿への道が拓かれることでしょう　","We will keep track of clues discovered while on
an expedition, inside of the bookshelf.
When all of the ancient books are returned to
this shelf, the path to the treasure hoard will
be opened.",ui\00_message\ui\ClanDungeonClue.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,1,
0,clue_list,手がかり一覧,Clue List,ui\00_message\ui\ClanDungeonClue.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,0,
14,COMLIST_MSG_ACTIVE_LIST,オンラインメンバー,Online,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,14,
17,COMLIST_MSG_ANA_0_ACTIVE,オンライン中のフレンド、クランメンバーがいません,No online friends or clanmates,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,17,
19,COMLIST_MSG_ANA_0_BLACK,ブラックリストに登録されている人はいません,Nobody has been blacklisted,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,19,
16,COMLIST_MSG_ANA_0_FRIEND,フレンドがいません,No friends,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,16,
18,COMLIST_MSG_ANA_0_RECENT,最近遊んだ人はいません,No recent players,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,18,
4,COMLIST_MSG_BETWEEN_APPLICATION,申請中,Pending,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,4,
0,COMLIST_MSG_BLACK_LIST,ブラックリスト,Blacklist,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,0,
2,COMLIST_MSG_CLAN,クラン,Clan Members,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,2,
10,COMLIST_MSG_COMMENT,コメント,Comment,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,10,
11,COMLIST_MSG_COMMUNITY_LIST,Community List,Community List,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,11,
12,COMLIST_MSG_COMM_LIST_JP,コミュニティリスト,Community List,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,12,
1,COMLIST_MSG_FRIEND,フレンド,Friends,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,1,
13,COMLIST_MSG_FRIEND_LIST,フレンドリスト,Friends only,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,13,
7,COMLIST_MSG_JOB_LV,ジョブレベル,Vocation LV.,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,7,
8,COMLIST_MSG_LOBBY_ID,ワールド,World,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,8,
9,COMLIST_MSG_PARTY_PL_NUM,Party,Party Members,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,9,
6,COMLIST_MSG_PLAYER_NAME,名前,Name,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,6,
15,COMLIST_MSG_RECENT_LIST,最近遊んだプレイヤー,Recent,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,15,
3,COMLIST_MSG_REGIST_NUMOFPEAPLE,登録人数,Number,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,3,
5,COMLIST_MSG_WAIT_APPROVAL,承認待,Pending,ui\00_message\ui\CommunityList_res.gmd,\ui\uGUICommunityList.arc,uGUICommunityList.arc,5,
230,ANALYZE_ALWAYS_GREAT_SUCCESS,高品質装備の作成が、特定条件で必ず大成功,"Creation of high-quality equipment always results
in a great success under specific conditions.",ui\00_message\ui\Craft_res.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,230,
230,ANALYZE_ALWAYS_GREAT_SUCCESS,高品質装備の作成が、特定条件で必ず大成功,"Creation of high-quality equipment always results
in a great success under specific conditions.",ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,230,
230,ANALYZE_ALWAYS_GREAT_SUCCESS,高品質装備の作成が、特定条件で必ず大成功,"Creation of high-quality equipment always results
in a great success under specific conditions.",ui\00_message\ui\Craft_res.gmd,\ui\uGUIPopCraftDetail.arc,uGUIPopCraftDetail.arc,230,
230,ANALYZE_ALWAYS_GREAT_SUCCESS,高品質装備の作成が、特定条件で必ず大成功,"Creation of high-quality equipment always results
in a great success under specific conditions.",ui\00_message\ui\Craft_res.gmd,\ui\uGUISubList.arc,uGUISubList.arc,230,
230,ANALYZE_ALWAYS_GREAT_SUCCESS,高品質装備の作成が、特定条件で必ず大成功,"Creation of high-quality equipment always results
in a great success under specific conditions.",ui\00_message\ui\Craft_res.gmd,\ui\uGUISubRecipe.arc,uGUISubRecipe.arc,230,
231,ANALYZE_ALWAYS_INCREASE,消耗品の生産が必ず大成功,"Consumables' production always results in great
success.",ui\00_message\ui\Craft_res.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,231,
231,ANALYZE_ALWAYS_INCREASE,消耗品の生産が必ず大成功,"Consumables' production always results in great
success.",ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,231,
231,ANALYZE_ALWAYS_INCREASE,消耗品の生産が必ず大成功,"Consumables' production always results in great
success.",ui\00_message\ui\Craft_res.gmd,\ui\uGUIPopCraftDetail.arc,uGUIPopCraftDetail.arc,231,
231,ANALYZE_ALWAYS_INCREASE,消耗品の生産が必ず大成功,"Consumables' production always results in great
success.",ui\00_message\ui\Craft_res.gmd,\ui\uGUISubList.arc,uGUISubList.arc,231,
231,ANALYZE_ALWAYS_INCREASE,消耗品の生産が必ず大成功,"Consumables' production always results in great
success.",ui\00_message\ui\Craft_res.gmd,\ui\uGUISubRecipe.arc,uGUISubRecipe.arc,231,
235,ANALYZE_BUTTON,パフォーマンス分析,Performance Analysis,ui\00_message\ui\Craft_res.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,235,
235,ANALYZE_BUTTON,パフォーマンス分析,Performance Analysis,ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,235,
235,ANALYZE_BUTTON,パフォーマンス分析,Performance Analysis,ui\00_message\ui\Craft_res.gmd,\ui\uGUIPopCraftDetail.arc,uGUIPopCraftDetail.arc,235,
235,ANALYZE_BUTTON,パフォーマンス分析,Performance Analysis,ui\00_message\ui\Craft_res.gmd,\ui\uGUISubList.arc,uGUISubList.arc,235,
235,ANALYZE_BUTTON,パフォーマンス分析,Performance Analysis,ui\00_message\ui\Craft_res.gmd,\ui\uGUISubRecipe.arc,uGUISubRecipe.arc,235,
229,ANALYZE_COST_CUT,費用<VAL>%OFF,Cost <VAL>% OFF,ui\00_message\ui\Craft_res.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,229,
229,ANALYZE_COST_CUT,費用<VAL>%OFF,Cost <VAL>% OFF,ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,229,
229,ANALYZE_COST_CUT,費用<VAL>%OFF,Cost <VAL>% OFF,ui\00_message\ui\Craft_res.gmd,\ui\uGUIPopCraftDetail.arc,uGUIPopCraftDetail.arc,229,
229,ANALYZE_COST_CUT,費用<VAL>%OFF,Cost <VAL>% OFF,ui\00_message\ui\Craft_res.gmd,\ui\uGUISubList.arc,uGUISubList.arc,229,
229,ANALYZE_COST_CUT,費用<VAL>%OFF,Cost <VAL>% OFF,ui\00_message\ui\Craft_res.gmd,\ui\uGUISubRecipe.arc,uGUISubRecipe.arc,229,
232,ANALYZE_COST_CUT_MUCH,コストパフォーマンスの効果アップ,Cost Performance's Effects Up,ui\00_message\ui\Craft_res.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,232,
232,ANALYZE_COST_CUT_MUCH,コストパフォーマンスの効果アップ,Cost Performance's Effects Up,ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,232,
232,ANALYZE_COST_CUT_MUCH,コストパフォーマンスの効果アップ,Cost Performance's Effects Up,ui\00_message\ui\Craft_res.gmd,\ui\uGUIPopCraftDetail.arc,uGUIPopCraftDetail.arc,232,
232,ANALYZE_COST_CUT_MUCH,コストパフォーマンスの効果アップ,Cost Performance's Effects Up,ui\00_message\ui\Craft_res.gmd,\ui\uGUISubList.arc,uGUISubList.arc,232,
232,ANALYZE_COST_CUT_MUCH,コストパフォーマンスの効果アップ,Cost Performance's Effects Up,ui\00_message\ui\Craft_res.gmd,\ui\uGUISubRecipe.arc,uGUISubRecipe.arc,232,
227,ANALYZE_GREAT_SUCCESS,大成功率<VAL>%,Success rate: <VAL>%.,ui\00_message\ui\Craft_res.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,227,
227,ANALYZE_GREAT_SUCCESS,大成功率<VAL>%,Success rate: <VAL>%.,ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,227,
