1,AREA_RANK_REWARD_345,"各地の解放軍より救援依頼が発生
封鎖エリアが開放《<SPOT 1069>》","Rescue requests available from the liberation
army in various places
Unblock area ""<SPOT 1069>""",ui\00_message\master\area19_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1,
2,AREA_RANK_REWARD_348,魔物集結スポットが出現《<SPOT 1086>》,"Monster Gathering Spot ""<SPOT 1086>"" appears",ui\00_message\master\area19_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2,
3,AREA_RANK_REWARD_386,支援品のランクアップ,Rank up of support goods,ui\00_message\master\area19_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3,
4,AREA_RANK_REWARD_387,"各地の解放軍より救援依頼が発生
封鎖エリアが開放《<SPOT 1072>》","Rescue requests available from the liberation
army in various places
Unblock area ""<SPOT 1072>""",ui\00_message\master\area19_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4,
5,AREA_RANK_REWARD_388,魔物集結スポットが出現《<SPOT 1085>》,"Monster Gathering Spot ""<SPOT 1085>"" appears",ui\00_message\master\area19_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5,
6,AREA_RANK_REWARD_389,エリアマスターが《展望城》に合流,"Area master joins ""Lookout Castle""",ui\00_message\master\area19_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6,
7,AREA_RANK_REWARD_397,封鎖エリアが開放《<SPOT 1071>》,"Unblock area ""<SPOT 1071>""",ui\00_message\master\area19_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7,
8,AREA_RANK_REWARD_398,エリアの最重要依頼 《フェルヤナ荒原　試練：魔の封印捜査》 が発生,,ui\00_message\master\area19_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8,
9,AREA_RANK_REWARD_399,"支援品のランクアップ
封鎖エリアが開放《<SPOT 1101>》","Rank up of support goods
Unblock area ""<SPOT 1101>""",ui\00_message\master\area19_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9,
0,SPOT_INFO_,"北東部には、アッカーシェラン王国にとっての要衝
である《展望城》が存在する。通常、王族が居留
することはなく、兵士たちによる防衛拠点として機能
していた。水脈が豊富である一方で水はけの悪い地質
であり、ぬかるみや滝が多いため足元には注意が必要","In the northeastern region, there is a critical
stronghold for the Kingdom of Acre Selund, called
""Lookout Castle.""
It usually functions as a defensive base for the
soldiers and is not typically inhabited by the
royal family.
The area has abundant water veins, but due to its
poor drainage, there are many muddy areas and
waterfalls, requiring caution when walking.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0,
1,SPOT_INFO_,"戦禍を逃れてきた人たちが、森の中で
息を潜めるように、しかししたたかに支え合って
暮らしている非常に小さな集落
避難民の中に統率力に優れる者がいるらしく
今のところ比較的安定した生活を送っている","A very small settlement where people who have
escaped from the ravages of war live hidden in the
forest.
They support each other cunningly yet quietly,
living together.
Among the refugees, there seems to be someone
with exceptional leadership skills, and they are
currently leading a relatively stable life.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1,
2,SPOT_INFO_,"かつては蛮族の地と呼ばれた南部地方に睨みを
きかせる要衝として建造された
アッカーシェラン大陸ではメガド離宮、王都メガドに
次いで古い建造物。城主はアッカー家の当主だが
実質的な管理者である""城番""は兵士が就くことが
できる最高位とされている","In the southern region, which was once called the
land of barbarians, a strategic point was built to
intimidate the surrounding area.
It is the third oldest structure in the Acre
Selund continent, following the Megado Detached
Palace and the Royal Capital Megado.
While the lord of the Acre family is the castle
owner, the ""Castle Sentinel"", who is the actual
administrator, is considered the highest position
that soldiers can hold.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2,
3,SPOT_INFO_,"河の流れによって様々なものが漂着する河岸
上流から流されてきたものの中には、解放軍の戦士
たちだけでなく魔軍の獣の死骸も多数存在する
流れ着いた骸から出でたものか、死臭に惹かれて
きたものか、骨になっても徘徊する魔物が徘徊する","By the flow of the river, various things drift
and accumulate on the riverbank.
Among the things carried downstream, there are
not only soldiers of the Liberation Army, but also
many carcasses of the enemy's animals.
Whether they emerged from the washed-up corpses
or were attracted by the stench of death,
wandering monsters continue to wander even in
their skeletal forms.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3,
4,SPOT_INFO_,"丘の上を縄張りとするゴブリン族の住処
一際凶暴なグレーターゴブリン《小鬼殺しのオジナ》
がリーダーとなっている。オジナは仲間をも攻撃
する残虐さで群れを支配しており、手下たちは
恐怖からか異常なまでの興奮状態にある","Goblin territory on top of the hill.
Led by the exceptionally vicious Greater Goblin,
Ogina, known as the ""Kobold Killer"".
Ogina dominates the pack with his cruelness,
attacking even his own allies, and his
subordinates are in an abnormally excited state,
perhaps out of fear.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4,
5,SPOT_INFO_,"魔軍が進軍する際に通過する中継地
ここで一旦の補給や、オークたちが使役する
魔物の装甲を手入れしてから目的地へ出発
しているとの情報が寄せられている","Intermediate point through which the demon army
passes when advancing.
It has been reported that they temporarily
replenish supplies here and Orcs maintain their
armor before departing for their destination.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5,
6,SPOT_INFO_,"アッカーシェラン大陸の西域に広がる大湿地帯
その広さ故に、古来から戦場になることが多い
傷を負って死を待つばかりの兵たちの嘆きが
絶えることがなかったと伝えられている","The vast swamp spreads to the western region of
Acre Selund Continent.
Due to its size, it has often been a battlefield
since ancient times.
It is said that the lament of soldiers who were
only waiting for death while wounded never ceased.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6,
7,SPOT_INFO_,"フェルヤナ地方の外れにある門。そこを抜けると
魔軍の拠点に繋がるらしく、魔軍側も警戒を
強める最近では大門の前にまで野営地が拡がり
見張りの魔物が日夜目を光らせている","Gate located at the outskirts of Feryana region.
It seems to connect to the demon army's base, and
recently, the demon army has been increasing their
vigilance.
The encampment has expanded all the way to the
front of the main gate, and the guarding monsters
keep their eyes shining day and night.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7,
8,SPOT_INFO_,"年老いた奇面獣《ブルータルハーミット》の住処
人々の間ではその恐ろしさが代々語り継がれる
ほどであり、周囲に近寄ろうとする者はまずいない
しかし、魔軍はこの強力な奇面獣をなんとか利用
しようと捕獲を目論んでいるようだ","The lair of the aged beast, Brutal Hermit.
Its terror has been passed down through
generations, so much so that few dare to approach
it.
However, the Demon Army seems intent on capturing
and somehow harnessing the power of this
formidable creature.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8,
9,SPOT_INFO_,"森を抜けて展望城へと向かう兵士たちが
ことごとくこの周辺にて魔物の襲撃を受けている
どうやら人間を待ち伏せするに格好の場所
として魔軍に認識されているようだ","Soldiers heading towards Lookout Castle after
passing through the forest have all been attacked
by monsters in this area.
It seems that this place has been recognized by
the Demon Army as a perfect location to ambush
humans.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9,
10,SPOT_INFO_,"展望城の目前に広がる湿地帯全域を監視
している魔軍拠点。監視対象としている範囲が
広いため、魔軍に使役されるナイトメアが空からも
目を光らせる。要衝である展望城に近いせいか
数多くの兵器が配備されていることがわかっている","This is a base for the Demon Army that monitors
the entire marshy area that stretches in front of
the observatory castle. Because the area being
monitored is wide, nightmares are used by the
Demon Army keep an eye on it from the sky. It is
known that a large number of weapons are deployed
in the area due to its proximity to the Lookout
Castle, which is a key
point.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10,
11,SPOT_INFO_,"王家の次期当主がその力を示すために
代々使われてきた地下道。内部には強力な
守護者が配置されているとみられるが、これまで
王家の者以外が足を踏み入れられることは
無かったため、情報に乏しい","The underground passage that has been used by the
next head of the royal family to demonstrate his
power.
It is believed that powerful guardians are placed
inside, but there is little information as no one
other than the royal family has ever set foot in
there.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11,
12,SPOT_INFO_,"《森の隠れ村》にほど近い古い祠
アッカーシェランの大地に満ちた炎の気が滞留し
内部に足を踏み入れるとじっとりとした熱さを感じる
悪意を秘めたままに落命した者は、その悪意
を忘れ去るまで魂を焼かれながら祠を徘徊するという","An old shrine near the ""Forest's Hidden Village"".
It is filled with the lingering flame in the land
of Acre Selund.
Once you step inside, you can feel the damp heat.
It is said that those who died with malice in
their hearts will roam the shrine, their souls
burning until they forget their malice.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12,
13,SPOT_INFO_,"王族のみが知りえた隠れ道
有事の際は隠れ家としても使えるよう工夫されて
おり、最低限の施設は整っている
王家の統治が行き届くようになってからは
使われることもなくなり、忘れ去られていた","The hidden passage that only the royal family
knew about was designed to also serve as a hiding
place in times of emergency.
It had the minimum necessary facilities.
Since the governance of the royal family became
more meticulous, it was no longer used and
forgotten.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13,
14,SPOT_INFO_,"遺跡をそのまま活用した魔軍の拠点
しばらく出入りが途絶えた後も本拠点から
魔軍が進行するなどの様子から、一時的な
滞在ではなく、この場で一通りの生活が
できるように設計されているものと思われる","The demon army's base, which has been constructed
by utilizing ruins as is.
From the fact that the demon army continues to
advance even after there has been no activity for
a while, it is believed that this base is designed
for not just temporary stays, but for living a
complete life here after all.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,14,
15,SPOT_INFO_,"古くより放棄されたままとなっていた地下水道
既に水はほぼ枯れたものと思われていたが
何者かが侵入した形跡が発見され、調査される
こととなった。内部にはおびただしいほどの不死者や
思念体がはびこっているが、発生の原因は不明","Long abandoned, the underground sewage system was
thought to have already dried up.
However, evidence of someone's intrusion was
discovered and further investigation was
initiated.
Inside, an overwhelming number of undead beings
were rampant, but the cause of their emergence
remains unknown.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,15,
16,SPOT_INFO_,"アッカーシェラン王家に連なる者、または王家の
ためにその力を尽くした英雄たちが眠る遺跡
英霊は王家に危機が迫る時あらば再び
呼び声に応じ、その力を貸すといわれる","The royal descendants of the Acre Selund family,
or the heroes who exerted their power for the sake
of the royal family, rest in this shrine.
When the royal family is in imminent danger, it
is said that the heroic spirits respond to the
call and lend their power.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,16,
17,SPOT_INFO_,"この大陸にアッカー王家が誕生する遥か昔から
大地を蝕む強大な魔物が棲息していた――という
話は、アッカーシェランの国民ならば一度は
聞いたことがある昔話である。物語の結末は
「魔物は王によって地下深く封印された」となる","Since ancient times, there has been a tale that
tells of powerful monsters residing in this land,
where the Acre royal family was born.
If you are a citizen of Acre Selund, you have
surely heard this story once before.
The conclusion of the tale is that ""the monsters
were sealed deep underground by the king.""",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,17,
18,SPOT_INFO_,"フェルヤナ荒原南部、多数のオークが出入りする洞窟
自然の洞窟を利用した拠点のように偽装しているが
内部が強力な兵器を集めた武器庫として使われている
ことは、時折洞窟の奥から響く轟音から明らかである","In the southern area of the Feryana Wilderness,
there is a cave where numerous orcs come and go.
It is disguised as a natural cave, but it is
evident from the occasional roar that echoes from
the depths of the cave that it is actually being
used as an arsenal gathering powerful weapons.",ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,18,
0,SPOT_NAME_,フェルヤナ荒原,Feryana Wilderness,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0,
1,SPOT_NAME_,メフィテ,Mephite,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1,
2,SPOT_NAME_,展望城,Lookout Castle,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2,
3,SPOT_NAME_,最果ての岸,Farthest Bank,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3,
4,SPOT_NAME_,オジナの支配圏,Ogina's Domination Area,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4,
5,SPOT_NAME_,魔軍進行中継場,Demon Army Relay Station,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5,
6,SPOT_NAME_,嘆きの湿原,Wailing Wetland,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6,
7,SPOT_NAME_,大門前野営地,Gate Camp,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7,
8,SPOT_NAME_,銀隠者の根城,Silver Hermit's Stronghold,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8,
9,SPOT_NAME_,軍鬼の哨戒地,Army Demon's Patrol Ground,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9,
10,SPOT_NAME_,軍妖鳥の関所,Army Demon Bird's Checkpoint,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10,
11,SPOT_NAME_,秘泉への暗道,Dark Path to the Secret Spring,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11,
12,SPOT_NAME_,劫炎の祠堂,Shrine of the Eternal Blaze,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12,
13,SPOT_NAME_,王家の隠れ道,Royal Family's Secret Path,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13,
14,SPOT_NAME_,いつわりの遺構,False Remains,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,14,
15,SPOT_NAME_,安息無き地下水道,Restless Water Channel,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,15,
16,SPOT_NAME_,英霊眠りし道　フェルヤナ荒原,Heroic Spirit Sleeping Path: Feryana Wilderness,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,16,
17,SPOT_NAME_,古テキア洞窟,Old Tekia Grotto,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,17,
18,SPOT_NAME_,轟咆洞,Thundering Roar Cave,ui\00_message\master\area19_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,18,
0,AREA_RANK_REWARD_351,支援品の配給,Distribution of support goods,ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0,
1,AREA_RANK_REWARD_352,"各地の解放軍より救援依頼が発生
封鎖エリアが開放《<SPOT 1073>》","Rescue requests available from the liberation
army in various places
Unblock area ""<SPOT 1073>""",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1,
2,AREA_RANK_REWARD_353,魔物集結スポットが出現《<SPOT 1087>》,"Monster Gathering Spot ""<SPOT 1087>"" appears",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2,
9,AREA_RANK_REWARD_400,"支援品のランクアップ
封鎖エリアが開放《<SPOT 1102>》","Rank up of support goods
Unblock area ""<SPOT 1102>""",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9,
3,AREA_RANK_REWARD_401,支援品のランクアップ,Rank up of support goods,ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3,
4,AREA_RANK_REWARD_402,"各地の解放軍より救援依頼が発生
封鎖エリアが開放《<SPOT 1074>》","Rescue requests available from the liberation
army in various places
Unblock area ""<SPOT 1074>""",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4,
5,AREA_RANK_REWARD_403,"魔物集結スポットが出現《<SPOT 1088>》
《城塞都市メガド》奪還時にエリアマスターが移動","Monster Gathering Spot ""<SPOT 1088>"" appears
When ""Fortress City Megado"" is recaptured, area
master joins",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5,
6,AREA_RANK_REWARD_404,"エリアマスターが《城塞都市メガド》に合流
王家より封印されている扉が解放","Area master joins ""Fortress City Megado""
Unlock Royal Family sealed doors",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6,
7,AREA_RANK_REWARD_405,封鎖エリアが開放《<SPOT 1075>》,"Unblock area ""<SPOT 1075>""",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7,
8,AREA_RANK_REWARD_406,エリアの最重要依頼 《メガドシス高地　試練：異端の影》 が発生,"Area's most important request ""Megadosys Plateau
Trial: Shadow of Heresy"" available",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8,
0,SPOT_INFO_,"アッカーシェラン大陸のほぼ中央に位置する地域
荒涼とした風景が広がるこの地域には竜の神殿があり、
その神殿に寄り添うように王都メガドが建造された
要塞を思わせる王都はアッカー家三代目当主キリークの
治世に計画され、完成は十四代目当主ドラフの
即位目前であった","Located almost in the centre of Acre Selund, this
area is characterized by a barren landscape.
In this region, there is a dragon temple, and
adjacent to the temple, the royal capital of
Megado was built, resembling a fortress.
The construction of this royal capital was
planned during the reign of Kilik, the third head
of the Acre family, and it was completed just
before the coronation of Doraf, the fourteenth
head.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0,
1,SPOT_INFO_,"メガドシスの土地に焼きついた歴史の世界
悪しき竜が現れたことにより、各地を巡る竜力にも
異変が起きた。その結果、土地の持っている""記憶""
というべきものにすら歪みが生じているようだ","The world of history engraved into the land of
Megado.
Various anomalies have occurred in the Dragon
Force that travel across the land, due to the
appearance of the evil dragon.
As a result, even the ""memories"" that the land
holds seem to have become distorted.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1,
2,SPOT_INFO_,"メガド周辺を警備する目的で使われる監視塔
すでに地上階は魔軍により占拠されているが
魔物たちは地下階の存在には気付かなかったようだ
地下階には、メガド陥落の折に逃げ延びた兵士たちが
救援を信じ、息を殺すように潜んでいる","A surveillance tower is used to secure the
surroundings of Megado.
The ground floors have already been occupied by
the demon army, but it seems like they were
unaware of the existence of the underground
floors.
Soldiers who managed to escape during the fall of
Megado are hiding in the underground floors,
holding their breath as they believe in the
possibility of rescue.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2,
3,SPOT_INFO_,"王家に仕えるハイセプター、キルスティが住む小屋
魔物によって民が苦しむアッカーシェランを憂い
秘術であるハイセプターの戦闘術を世に広めんと
慣れぬあばら家で暮らしているらしい","The cottage where Kirsty, serving the royal
family, lives.
She worries about Acre Selund, where the people
suffer due to monsters.
Thus, she endeavors to spread the combat
techniques of the High Scepter, a secret art.
It seems that she lives in an unfamiliar, rundown
house.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3,
4,SPOT_INFO_,"城塞都市メガドにて一般市民が住まう居住層
メガド全体から見ると下層にあたり、大陸の人口の
過半数が暮らしていた
長きに渡り繁栄を誇っていたが、魔軍の急襲に
よって蹂躙され、多くの住民が命を落とした","In the residential layer of Fortress City Megado,
where ordinary citizens reside, it is known as the
lower level and where over half of the continent's
population lived.
It had been prosperous for a long time, but it
was devastated by a sudden attack from the Demon
Army, and many residents lost their lives.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4,
5,SPOT_INFO_,"白い木で作られた簡易な柵は、アンセスターオークが
縄張りを誇示する際に多用されるもの
賢明な旅人であれば忌避すべき""危険""の標である","The simple fence made of white wood is often used
by Ancestor Orcs to showcase their territory, and
it serves as a ""danger"" sign that wise travelers
should avoid.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5,
6,SPOT_INFO_,"火垂れ山から飛来した巨大な噴石とその周辺
岩は鳥が羽根を休め、獣が身を隠すのに
ちょうどよかったらしく様々な獣たちが住処として
いるようだ","A huge volcanic rock from the Firefall Mountain
and its surrounding rocks were perfect for birds
to rest their feathers and for animals to hide.
It seems that various animals have made this
place their habitat.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6,
7,SPOT_INFO_,"水辺に面した小さな洞穴
霧の森から漏れ出でたものが留まりやすい
風の音が何事かを囁いているように聞こえる
ことから、以前より不気味な噂が立っている","A small cave facing the water's edge where things
leaking out of the Forest of Mist tend to stay.
The sound of the wind seems to whisper something,
which has led to eerie rumors for some time now.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7,
8,SPOT_INFO_,"霧の森の中にある焼け野原
忌まわしい考えに取り付かれたある女が
多数の犠牲者を洗脳し、自ら炎の中へと
飛び込ませたという事件が起こった場所
事件から何十年と経過しているが、未だに
土は焼けたままであり草木も回復していない","A burnt field in the Forest of Mist.
This is where a woman obsessed with abominable
thoughts brainwashed numerous victims and forced
them to jump
into the flames themselves.
Decades have passed since the incident, yet the
soil remains burned and the grass and trees have
not recovered.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8,
9,SPOT_INFO_,"城塞都市メガドの城門外に設えられた詰所
元は商人らが優先的にメガドへ入るための手続きを
受けていた場であるが、現在は出撃の令を待つ
ドワーフオークや、軍属の獣たちがひしめいている","Outside the gates of the fortress city Megado,
there is a guard post set up.
Originally, it was a place where merchants would
go through the necessary procedures to enter
Megado.
However, it is now crowded with dwarf orcs and
military animals waiting for the order to march
out.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9,
10,SPOT_INFO_,"メガド居住層の奥に造られた野ざらしの牢屋
魔軍の襲撃から逃げられず、また不幸にも生け捕りに
された人々がドワーフオークから無残な拷問を受けた
であろうことは、その場に生々しく残る痕跡から容易
に察することができる","Hidden prison exposed beyond the depths of the
Megado residential layer; it is easy to deduce
from the vivid traces left behind that the
unfortunate individuals who were unable to escape
the onslaught of the Demon Army have fallen into
the hands of the Orcs and likely suffered gruesome
torture.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10,
11,SPOT_INFO_,"王家の命により封鎖されている地下道
王族関連施設に繋がるであろうという
推測以外、情報が無い場所でもある
何らかの意図を持って隠されている場で
あることは確かだ","The underground passage is sealed off by the
royal family's orders.
It is a place where there is no information other
than speculation that it may be connected to
facilities related to the royal family.
It is certain that it is hidden with some
intention.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11,
12,SPOT_INFO_,"城塞都市メガドの防衛の要となるニルビリス大橋と
その上に建つ関所。魔軍側も本関所の重要性は
理解しているらしく、防衛のために随時戦力を
割いている。関所の開閉については、魔軍の
集結具合と連動しているらしい","The Nilviris Bridge, which serves as a crucial
defense point for the fortress city of Megado,
accompanied by a checkpoint built on top of it.
It appears that the Demon Army also understands
the importance of this checkpoint, as they are
constantly dedicating forces to its defense.
The opening and closing of the checkpoint seem to
be synchronized with the gathering of the Demon
Army.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12,
13,SPOT_INFO_,"メガド城壁内、最奥に位置する広場
ドワーフオークが捕えた魔物に対して戦甲を
装着するために使われている。魔物は戦甲に
よって自らの意思を制御され、ドワーフオークに
使役される存在となる","Inside Megado Castle, at the very back, there is
a plaza where beasts captured by Dwarf Orcs are
dressed in battle armor.
The enemies are controlled by the battle armor,
making them subservient to the Dwarf Orcs.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13,
14,SPOT_INFO_,"フェルヤナ荒原の山壁側からメガドシス高地
中心部を繋ぐ通路。かつては頻繁に使われていたが
渓谷を渡る船や家畜を使っての山越えが主流となって
からは、たまに狩人らが利用するのみとなっていた
メガド周辺が魔軍に包囲された際、徒歩での脱出を
試みる者にはこの古道しか残されていなかった","From the mountain wall side of the Feryana
Wilderness to the center of the Megadosys Plateau,
there is a pathway.
It used to be frequently used, but now crossing
the mountains using livestock or ships to cross
the valley has become the mainstream.
Only occasionally do hunters use it now.
When the area around Megado was surrounded by the
Demon Army, those who attempted to escape on foot
had no choice but to use this ancient path.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,14,
15,SPOT_INFO_,"大地の陥没からなる自然豊かな洞窟
目立たない場所に位置することと、陽の光が差し込む
構造から内部には緑が生い茂り、野生動物たちが棲む
今となっては、悪しき竜と魔軍の所業によって荒廃する
前の""アッカーシェランの自然""が残る貴重な場所","A natural and abundant cave formed by the
collapse of the surface.
Located in an inconspicuous place, it is filled
with greenery and inhabited by wild animals,
thanks to the structure that allows sunlight to
penetrate it.
It is now in a state of ruin due to the deeds of
the evil dragon and the demon army.
This is a precious place where the remnants of
the previous ""Self"" of Acre Selund remain.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,15,
16,SPOT_INFO_,"ニルビリス大橋からメガド居住層へと繋がる地下水路
","From Nilviris Bridge, an underground waterway
leads to the Megado residential layer.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,16,
17,SPOT_INFO_,"城塞都市メガド市民の生活を支える上水道
都市には無くてはならない設備だが、汚水を飲む
ことに慣れたドワーフオークたちは重要性を見出さず
魔軍の中継基地として使っている","Fortress City Megado's water supply supports the
lives of its citizens.
Although it is an essential facility for the
city, the Dwarf Orcs, who have become accustomed
to drinking sewage, fail to recognize its
importance and instead use it as a relay base for
the Demon Army.",ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,17,
